Cliente,Email,ID Cartão Sócio,Localizador,clubeFavorito,Data da Compra,produto
Jenice Dimario,jenice.dimario@ig.com.br,SAMS-9727,LOC-SAMS46322,São Caetano do Sul,5/12/2016,Tratamento Aussie Shine + Strong
Jenice Dimario,jenice.dimario@ig.com.br,SAMS-9727,LOC-SAMS46322,São Caetano do Sul,5/12/2016,Sabão Líquido Roma Coco 2 L
Jinny Elison,jinny.elison@globomail.com,SAMS-24167,LOC-SAMS59237,Santo André,24/9/2014,Lava Roupas em Pó Member's Mark 5 Kg
Jinny Elison,jinny.elison@globomail.com,SAMS-24167,LOC-SAMS59237,Santo André,24/9/2014,Fralda Pampers Confort Sec
Jinny Elison,jinny.elison@globomail.com,SAMS-24167,LOC-SAMS59237,Santo André,24/9/2014,Absorvente com Abas Maxi Proteção Always
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Whisky Buchanan's 12 Anos 1 L
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Rolo Adesivo Scotch-Brite
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Alimento para Cães Adultos Ultima Sachê
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Escova Dental Oral-B Complete
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Sabonete Líquido Member's Mark 980 ml
Jeanie Rachar,jeanie.rachar@zipmail.com.br,SAMS-10953,LOC-SAMS53784,Brasília,14/9/2014,Molho Barbecue Heinz
Liane Counterman,liane.counterman@globomail.com,SAMS-15259,LOC-SAMS52960,Águas Claras,7/2/2015,Tratamento Aussie Moist 3 Minutos
Liane Counterman,liane.counterman@globomail.com,SAMS-15259,LOC-SAMS52960,Águas Claras,7/2/2015,Filtro Melitta Aroma Max 103
Librada Vanasten,librada.vanasten@oi.com.br,SAMS-51800,LOC-SAMS65147,Contagem,1/9/2016,Molho Barbecue Heinz
Librada Vanasten,librada.vanasten@oi.com.br,SAMS-51800,LOC-SAMS65147,Contagem,1/9/2016,Sacos para Lixo 50 L ou 100 L Member's Mark
Librada Vanasten,librada.vanasten@oi.com.br,SAMS-51800,LOC-SAMS65147,Contagem,1/9/2016,Whisky Johnnie Walker Green Label 750 ml
Librada Vanasten,librada.vanasten@oi.com.br,SAMS-51800,LOC-SAMS65147,Contagem,1/9/2016,Limpa Vidros Member's Mark
Librada Vanasten,librada.vanasten@oi.com.br,SAMS-51800,LOC-SAMS65147,Contagem,1/9/2016,Kit Shampoo + Condicionador Dove 750 ml
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Ração Carne e Cereais Herói 18 Kg
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Ração Carne e Cereais Herói 18 Kg
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Absorvente com Abas Maxi Proteção Always
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Shampoo ou Condicionador TRESemmé 1 L
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Azeitonas Pretas Azapa Raiola 500 g
Emerita Leffelman,emerita.leffelman@hotmail.com,SAMS-21788,LOC-SAMS7147,Linha Amarela,27/4/2014,Cápsulas Nescafé Dolce Gusto
Blanca Damberger,blanca.damberger@gmail.com,SAMS-62449,LOC-SAMS11159,São José dos Campos,24/5/2015,Eliminador de Odores Sanol 5 L
Blanca Damberger,blanca.damberger@gmail.com,SAMS-62449,LOC-SAMS11159,São José dos Campos,24/5/2015,Amaciante Aconchego Ypê 5 L
Blanca Damberger,blanca.damberger@gmail.com,SAMS-62449,LOC-SAMS11159,São José dos Campos,24/5/2015,Azeitonas Pretas Azapa Raiola 500 g
Jarrett Lefler,jarrett.lefler@r7.com,SAMS-26162,LOC-SAMS6016,Curitiba - Barigui,22/4/2014,Eliminador de Odores Sanol 5 L
Jarrett Lefler,jarrett.lefler@r7.com,SAMS-26162,LOC-SAMS6016,Curitiba - Barigui,22/4/2014,Tratamento Aussie Shine + Strong
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Ração Carne e Vegetais Herói 18 Kg
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Filtro Melitta Aroma Max 103
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Tomate Inteiro Pelado Italiano Raiola
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Azeitonas Pretas Azapa Raiola 500 g
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Filtro Melitta Aroma Max 103
Inger Lorett,inger.lorett@oi.com.br,SAMS-47136,LOC-SAMS22560,Tamboré,19/2/2015,Shampoo Pantene 1 L
Nadia Caudel,nadia.caudel@oi.com.br,SAMS-36679,LOC-SAMS20559,Tamboré,5/12/2014,Sacos para Lixo 50 L ou 100 L Member's Mark
Nadia Caudel,nadia.caudel@oi.com.br,SAMS-36679,LOC-SAMS20559,Tamboré,5/12/2014,Limpa Vidros Member's Mark
Nadia Caudel,nadia.caudel@oi.com.br,SAMS-36679,LOC-SAMS20559,Tamboré,5/12/2014,Molho Barbecue Heinz
Davida Kaza,davida.kaza@gmail.com,SAMS-15433,LOC-SAMS9400,São José dos Campos,1/8/2016,Mostarda Heinz
Davida Kaza,davida.kaza@gmail.com,SAMS-15433,LOC-SAMS9400,São José dos Campos,1/8/2016,Lava Roupas Líquido Member's Mark 5 L
Davida Kaza,davida.kaza@gmail.com,SAMS-15433,LOC-SAMS9400,São José dos Campos,1/8/2016,Shampoo ou Condicionador TRESemmé 1 L
Earleen Haaker,earleen.haaker@gmail.com,SAMS-19099,LOC-SAMS16148,Águas Claras,22/10/2015,Eliminador de Odores Sanol 5 L
Earleen Haaker,earleen.haaker@gmail.com,SAMS-19099,LOC-SAMS16148,Águas Claras,22/10/2015,Escova Dental Oral-B Complete
Karan Oakes,karan.oakes@hotmail.com,SAMS-38841,LOC-SAMS47296,Fortaleza,10/8/2014,Shampoo Pantene 1 L
Karan Oakes,karan.oakes@hotmail.com,SAMS-38841,LOC-SAMS47296,Fortaleza,10/8/2014,Kit Fisher-Price
Karan Oakes,karan.oakes@hotmail.com,SAMS-38841,LOC-SAMS47296,Fortaleza,10/8/2014,Sabão Líquido Roma Coco 2 L
Ladawn Biermann,ladawn.biermann@yahoo.com.br,SAMS-65450,LOC-SAMS22118,São Caetano do Sul,18/6/2015,Amaciante Concentrado Downy 3,96 L
Ladawn Biermann,ladawn.biermann@yahoo.com.br,SAMS-65450,LOC-SAMS22118,São Caetano do Sul,18/6/2015,Freezer Roll 3 L
Ladawn Biermann,ladawn.biermann@yahoo.com.br,SAMS-65450,LOC-SAMS22118,São Caetano do Sul,18/6/2015,Freezer Roll 3 L
Treena Sbarra,treena.sbarra@bol.com.br,SAMS-35587,LOC-SAMS712,Fortaleza,7/12/2016,Amaciante Concentrado Downy 3,96 L
Treena Sbarra,treena.sbarra@bol.com.br,SAMS-35587,LOC-SAMS712,Fortaleza,7/12/2016,Sacos para Lixo Reforçado Dover Roll 100 L
Treena Sbarra,treena.sbarra@bol.com.br,SAMS-35587,LOC-SAMS712,Fortaleza,7/12/2016,Sabonete Líquido Jurassic 750 ml
Consuela Lattner,consuela.lattner@folha.com.br,SAMS-24838,LOC-SAMS30999,Tamboré,6/11/2014,Limpa Vidros Member's Mark
Consuela Lattner,consuela.lattner@folha.com.br,SAMS-24838,LOC-SAMS30999,Tamboré,6/11/2014,Whisky Buchanan's 12 Anos 1 L
Consuela Lattner,consuela.lattner@folha.com.br,SAMS-24838,LOC-SAMS30999,Tamboré,6/11/2014,Tratamento Aussie Shine + Strong
Consuela Lattner,consuela.lattner@folha.com.br,SAMS-24838,LOC-SAMS30999,Tamboré,6/11/2014,Tomate Inteiro Pelado Italiano Raiola
Morgan Rumble,morgan.rumble@r7.com,SAMS-56385,LOC-SAMS44589,Campinas,10/2/2015,Tratamento Aussie Moist 3 Minutos
Morgan Rumble,morgan.rumble@r7.com,SAMS-56385,LOC-SAMS44589,Campinas,10/2/2015,Rolo Adesivo Scotch-Brite
Morgan Rumble,morgan.rumble@r7.com,SAMS-56385,LOC-SAMS44589,Campinas,10/2/2015,Shampoo Pantene 1 L
Ricardo Buechele,ricardo.buechele@bol.com.br,SAMS-35790,LOC-SAMS30236,São Bernardo do Campo,19/11/2015,Tomate Inteiro Pelado Italiano Raiola
Jenee Kretchmar,jenee.kretchmar@hotmail.com,SAMS-11060,LOC-SAMS11205,São Bernardo do Campo,12/6/2015,Maionese Heinz
Jenee Kretchmar,jenee.kretchmar@hotmail.com,SAMS-11060,LOC-SAMS11205,São Bernardo do Campo,12/6/2015,Cápsulas Nescafé Dolce Gusto
Julee Dieteman,julee.dieteman@folha.com.br,SAMS-23762,LOC-SAMS43347,Niterói,26/10/2015,Mostarda Heinz
Julee Dieteman,julee.dieteman@folha.com.br,SAMS-23762,LOC-SAMS43347,Niterói,26/10/2015,Tomate Inteiro Pelado Italiano Raiola
Corinna Sotolo,corinna.sotolo@pop.com.br,SAMS-37056,LOC-SAMS8971,São Caetano do Sul,30/12/2014,Sacos para Lixo Reforçado Dover Roll 100 L
Corinna Sotolo,corinna.sotolo@pop.com.br,SAMS-37056,LOC-SAMS8971,São Caetano do Sul,30/12/2014,Eliminador de Odores Sanol 5 L
Corinna Sotolo,corinna.sotolo@pop.com.br,SAMS-37056,LOC-SAMS8971,São Caetano do Sul,30/12/2014,Kit Finish 3 Unidades
Corinna Sotolo,corinna.sotolo@pop.com.br,SAMS-37056,LOC-SAMS8971,São Caetano do Sul,30/12/2014,Freezer Roll 3 L
Eura Fiorica,eura.fiorica@ig.com.br,SAMS-5175,LOC-SAMS12677,Vitória,3/1/2015,Sabonete Líquido Jurassic 750 ml
Eura Fiorica,eura.fiorica@ig.com.br,SAMS-5175,LOC-SAMS12677,Vitória,3/1/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Eura Fiorica,eura.fiorica@ig.com.br,SAMS-5175,LOC-SAMS12677,Vitória,3/1/2015,Absorvente com Abas Maxi Proteção Always
Eura Fiorica,eura.fiorica@ig.com.br,SAMS-5175,LOC-SAMS12677,Vitória,3/1/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Frankie Strausbaugh,frankie.strausbaugh@ig.com.br,SAMS-53426,LOC-SAMS38800,Vitória,17/3/2015,Papel Guardanapo Folha Dupla Mascot
Frankie Strausbaugh,frankie.strausbaugh@ig.com.br,SAMS-53426,LOC-SAMS38800,Vitória,17/3/2015,Shampoo ou Condicionador TRESemmé 1 L
Frankie Strausbaugh,frankie.strausbaugh@ig.com.br,SAMS-53426,LOC-SAMS38800,Vitória,17/3/2015,Papel Higiênico Personal Decor
Cory Brents,cory.brents@r7.com,SAMS-28529,LOC-SAMS46175,Guarulhos,6/1/2015,Ração Carne e Vegetais Herói 18 Kg
Cory Brents,cory.brents@r7.com,SAMS-28529,LOC-SAMS46175,Guarulhos,6/1/2015,Filtro Melitta Aroma Max 103
Cory Brents,cory.brents@r7.com,SAMS-28529,LOC-SAMS46175,Guarulhos,6/1/2015,Papel Higiênico Personal Decor
Cory Brents,cory.brents@r7.com,SAMS-28529,LOC-SAMS46175,Guarulhos,6/1/2015,Sabonete Líquido Member's Mark 980 ml
Cory Brents,cory.brents@r7.com,SAMS-28529,LOC-SAMS46175,Guarulhos,6/1/2015,Sacos para Lixo Reforçado Dover Roll 100 L
Angelita Cheesman,angelita.cheesman@r7.com,SAMS-47578,LOC-SAMS38466,Ribeirão Preto,26/5/2015,Tratamento Aussie Moist 3 Minutos
Angelita Cheesman,angelita.cheesman@r7.com,SAMS-47578,LOC-SAMS38466,Ribeirão Preto,26/5/2015,Ração Carne e Vegetais Herói 18 Kg
Angelita Cheesman,angelita.cheesman@r7.com,SAMS-47578,LOC-SAMS38466,Ribeirão Preto,26/5/2015,Kit Oral-B Stages
Angelita Cheesman,angelita.cheesman@r7.com,SAMS-47578,LOC-SAMS38466,Ribeirão Preto,26/5/2015,Alimento para Cães Adultos Ultima Sachê
Jodee Ream,jodee.ream@folha.com.br,SAMS-28742,LOC-SAMS19619,Contagem,20/10/2015,Filtro Melitta Aroma Max 103
Jodee Ream,jodee.ream@folha.com.br,SAMS-28742,LOC-SAMS19619,Contagem,20/10/2015,Sabão Líquido Roma Coco 2 L
Jodee Ream,jodee.ream@folha.com.br,SAMS-28742,LOC-SAMS19619,Contagem,20/10/2015,Absorvente com Abas Maxi Proteção Always
Jodee Ream,jodee.ream@folha.com.br,SAMS-28742,LOC-SAMS19619,Contagem,20/10/2015,Shampoo Pantene 1 L
Jodee Ream,jodee.ream@folha.com.br,SAMS-28742,LOC-SAMS19619,Contagem,20/10/2015,Amaciante Aconchego Ypê 5 L
Lonnie Grandbois,lonnie.grandbois@uol.com.br,SAMS-21441,LOC-SAMS27426,Águas Claras,17/2/2016,Amaciante Concentrado Downy 3,96 L
Lonnie Grandbois,lonnie.grandbois@uol.com.br,SAMS-21441,LOC-SAMS27426,Águas Claras,17/2/2016,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Lonnie Grandbois,lonnie.grandbois@uol.com.br,SAMS-21441,LOC-SAMS27426,Águas Claras,17/2/2016,Sucrilhos Kellogg's
Lonnie Grandbois,lonnie.grandbois@uol.com.br,SAMS-21441,LOC-SAMS27426,Águas Claras,17/2/2016,Whisky Old Parr 1 L
Lonnie Grandbois,lonnie.grandbois@uol.com.br,SAMS-21441,LOC-SAMS27426,Águas Claras,17/2/2016,Ração Carne e Cereais Herói 18 Kg
Mitsuko Tiefenauer,mitsuko.tiefenauer@ig.com.br,SAMS-13156,LOC-SAMS35265,Maceió,28/2/2014,Whisky Johnnie Walker Green Label 750 ml
Mitsuko Tiefenauer,mitsuko.tiefenauer@ig.com.br,SAMS-13156,LOC-SAMS35265,Maceió,28/2/2014,Whisky Johnnie Walker Green Label 750 ml
Bernie Rezac,bernie.rezac@yahoo.com.br,SAMS-31637,LOC-SAMS11547,Osasco,9/2/2015,Mostarda Heinz
Bernie Rezac,bernie.rezac@yahoo.com.br,SAMS-31637,LOC-SAMS11547,Osasco,9/2/2015,Sucrilhos Kellogg's
Tinisha Kontogiannis,tinisha.kontogiannis@ig.com.br,SAMS-43556,LOC-SAMS27206,Brasília,25/9/2014,Tira Manchas Member's Mark 2,5 Kg
Ramiro Caliz,ramiro.caliz@r7.com,SAMS-53345,LOC-SAMS30771,Natal,23/9/2014,Maionese Heinz
Ramiro Caliz,ramiro.caliz@r7.com,SAMS-53345,LOC-SAMS30771,Natal,23/9/2014,Amaciante Aconchego Ypê 5 L
Ramiro Caliz,ramiro.caliz@r7.com,SAMS-53345,LOC-SAMS30771,Natal,23/9/2014,Lava Roupas Dreft
Ramiro Caliz,ramiro.caliz@r7.com,SAMS-53345,LOC-SAMS30771,Natal,23/9/2014,Amaciante Concentrado Downy 3,96 L
Harley Krull,harley.krull@hotmail.com,SAMS-106,LOC-SAMS47011,Radial Leste,14/10/2014,Lava Roupas em Pó Member's Mark 5 Kg
Harley Krull,harley.krull@hotmail.com,SAMS-106,LOC-SAMS47011,Radial Leste,14/10/2014,Tapete Higiênico Sanol Dog
Harley Krull,harley.krull@hotmail.com,SAMS-106,LOC-SAMS47011,Radial Leste,14/10/2014,Cereal Froot Loops Kellogg's
Harley Krull,harley.krull@hotmail.com,SAMS-106,LOC-SAMS47011,Radial Leste,14/10/2014,Sucrilhos Power Chocolate Kellogg�s
Marisela Levels,marisela.levels@globomail.com,SAMS-45305,LOC-SAMS54425,São José dos Campos,15/12/2014,Tapete Higiênico Sanol Dog
Marisela Levels,marisela.levels@globomail.com,SAMS-45305,LOC-SAMS54425,São José dos Campos,15/12/2014,Papel Higiênico Personal Decor
Marisela Levels,marisela.levels@globomail.com,SAMS-45305,LOC-SAMS54425,São José dos Campos,15/12/2014,Nescau Sachê 2.0 800 g
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Eliminador de Odores Sanol 5 L
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Shampoo ou Condicionador TRESemmé 1 L
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Tratamento Aussie Moist 3 Minutos
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Kit Shampoo + Condicionador Dove 750 ml
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Sabonete Líquido Jurassic 750 ml
Clarice Rensberger,clarice.rensberger@gmail.com,SAMS-12971,LOC-SAMS1916,Campinas,18/2/2014,Ração Carne e Cereais Herói 18 Kg
Morgan Normann,morgan.normann@ig.com.br,SAMS-6849,LOC-SAMS60350,Goiânia,8/6/2014,Shampoo Pantene 1 L
Morgan Normann,morgan.normann@ig.com.br,SAMS-6849,LOC-SAMS60350,Goiânia,8/6/2014,Sacos para Lixo 50 L ou 100 L Member's Mark
Venita Bora,venita.bora@globomail.com,SAMS-23876,LOC-SAMS32044,Natal,20/12/2014,Tapete Higiênico Sanol Dog
Venita Bora,venita.bora@globomail.com,SAMS-23876,LOC-SAMS32044,Natal,20/12/2014,Sabão Líquido Roma Coco 2 L
Venita Bora,venita.bora@globomail.com,SAMS-23876,LOC-SAMS32044,Natal,20/12/2014,Amaciante Concentrado Downy 3,96 L
Venita Bora,venita.bora@globomail.com,SAMS-23876,LOC-SAMS32044,Natal,20/12/2014,Molho Barbecue Heinz
Jefferson Novell,jefferson.novell@globomail.com,SAMS-32730,LOC-SAMS17540,Águas Claras,20/4/2015,Nescau Cereal Matinal 770 g
Jefferson Novell,jefferson.novell@globomail.com,SAMS-32730,LOC-SAMS17540,Águas Claras,20/4/2015,Tira Manchas Member's Mark 2,5 Kg
Jefferson Novell,jefferson.novell@globomail.com,SAMS-32730,LOC-SAMS17540,Águas Claras,20/4/2015,Sucrilhos Power Chocolate Kellogg�s
Jefferson Novell,jefferson.novell@globomail.com,SAMS-32730,LOC-SAMS17540,Águas Claras,20/4/2015,Aparelho de Barbear Gillette Prestobarba 3
Sergio Kry,sergio.kry@zipmail.com.br,SAMS-46093,LOC-SAMS29294,São Caetano do Sul,7/9/2015,Cápsulas Nescafé Dolce Gusto
Sergio Kry,sergio.kry@zipmail.com.br,SAMS-46093,LOC-SAMS29294,São Caetano do Sul,7/9/2015,Filtro Melitta Aroma Max 103
Sergio Kry,sergio.kry@zipmail.com.br,SAMS-46093,LOC-SAMS29294,São Caetano do Sul,7/9/2015,Escova Dental Oral-B Complete
Ying Tomlison,ying.tomlison@uol.com.br,SAMS-35020,LOC-SAMS25938,Guarulhos,22/7/2014,Sabonete Líquido Member's Mark 980 ml
Teodora Annese,teodora.annese@ig.com.br,SAMS-55995,LOC-SAMS16654,Santo Amaro,11/5/2014,Cereal Froot Loops Kellogg's
Teodora Annese,teodora.annese@ig.com.br,SAMS-55995,LOC-SAMS16654,Santo Amaro,11/5/2014,Papel Toalha Kitchen Jumbo
Milford Amory,milford.amory@r7.com,SAMS-48869,LOC-SAMS58158,Porto Alegre,15/12/2015,Amaciante Aconchego Ypê 5 L
Milford Amory,milford.amory@r7.com,SAMS-48869,LOC-SAMS58158,Porto Alegre,15/12/2015,Freezer Roll 2 L
Milford Amory,milford.amory@r7.com,SAMS-48869,LOC-SAMS58158,Porto Alegre,15/12/2015,Lava Roupas Líquido Member's Mark 5 L
Shera Naufzinger,shera.naufzinger@hotmail.com,SAMS-14373,LOC-SAMS48909,Bom Retiro,15/12/2015,Azeitonas Pretas Azapa Raiola 500 g
Shera Naufzinger,shera.naufzinger@hotmail.com,SAMS-14373,LOC-SAMS48909,Bom Retiro,15/12/2015,Shampoo ou Condicionador Aussie Miracle 7 em 1 778 ml
Betsy Kleftogiannis,betsy.kleftogiannis@bol.com.br,SAMS-47323,LOC-SAMS52723,Tamboré,16/5/2015,Freezer Roll 3 L
Malcolm Luckenbill,malcolm.luckenbill@uol.com.br,SAMS-19048,LOC-SAMS5809,Porto Alegre,31/3/2014,Nescau Sachê 2.0 800 g
Malcolm Luckenbill,malcolm.luckenbill@uol.com.br,SAMS-19048,LOC-SAMS5809,Porto Alegre,31/3/2014,Papel Toalha Kitchen Jumbo
Malcolm Luckenbill,malcolm.luckenbill@uol.com.br,SAMS-19048,LOC-SAMS5809,Porto Alegre,31/3/2014,Tomate Inteiro Pelado Italiano Raiola
Shannon Lukianov,shannon.lukianov@zipmail.com.br,SAMS-6417,LOC-SAMS10010,Maceió,24/10/2016,Chocolate Kit Kat
Shannon Lukianov,shannon.lukianov@zipmail.com.br,SAMS-6417,LOC-SAMS10010,Maceió,24/10/2016,Escova Dental Oral-B Complete
Shannon Lukianov,shannon.lukianov@zipmail.com.br,SAMS-6417,LOC-SAMS10010,Maceió,24/10/2016,Cereal Froot Loops Kellogg's
Clyde Rieffenberger,clyde.rieffenberger@bol.com.br,SAMS-64628,LOC-SAMS3471,Radial Leste,26/7/2015,Lava Roupas em Pó Member's Mark 5 Kg
Clyde Rieffenberger,clyde.rieffenberger@bol.com.br,SAMS-64628,LOC-SAMS3471,Radial Leste,26/7/2015,Nescau Cereal Matinal 770 g
Clyde Rieffenberger,clyde.rieffenberger@bol.com.br,SAMS-64628,LOC-SAMS3471,Radial Leste,26/7/2015,Tira Manchas Member's Mark 2,5 Kg
Clyde Rieffenberger,clyde.rieffenberger@bol.com.br,SAMS-64628,LOC-SAMS3471,Radial Leste,26/7/2015,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Merrill Grabowski,merrill.grabowski@folha.com.br,SAMS-24555,LOC-SAMS11804,Bom Retiro,1/8/2014,Filtro Melitta Aroma Max 103
Merrill Grabowski,merrill.grabowski@folha.com.br,SAMS-24555,LOC-SAMS11804,Bom Retiro,1/8/2014,Sabonete Líquido Jurassic 750 ml
Patrica Kenwood,patrica.kenwood@oi.com.br,SAMS-22772,LOC-SAMS7020,Salvador,4/10/2015,Kit Oral-B Stages
Patrica Kenwood,patrica.kenwood@oi.com.br,SAMS-22772,LOC-SAMS7020,Salvador,4/10/2015,Chocolate Kit Kat
Jalisa Waldvogel,jalisa.waldvogel@yahoo.com.br,SAMS-52366,LOC-SAMS59941,Osasco,28/10/2015,Papel Higiênico Personal Decor
Jalisa Waldvogel,jalisa.waldvogel@yahoo.com.br,SAMS-52366,LOC-SAMS59941,Osasco,28/10/2015,Filtro Melitta Aroma Max 103
Jalisa Waldvogel,jalisa.waldvogel@yahoo.com.br,SAMS-52366,LOC-SAMS59941,Osasco,28/10/2015,Molho Barbecue Heinz
Fleta Uoy,fleta.uoy@folha.com.br,SAMS-61757,LOC-SAMS15123,Salvador,14/9/2014,Cápsulas Nescafé Dolce Gusto
Fleta Uoy,fleta.uoy@folha.com.br,SAMS-61757,LOC-SAMS15123,Salvador,14/9/2014,Composto Lácteo em Pó Zero Lactose Ninho 380 g
Sabra Stayton,sabra.stayton@yahoo.com.br,SAMS-17757,LOC-SAMS65216,Vitória,12/10/2014,Kit Oral-B Stages
Sabra Stayton,sabra.stayton@yahoo.com.br,SAMS-17757,LOC-SAMS65216,Vitória,12/10/2014,Limpa Vidros Member's Mark
Sabra Stayton,sabra.stayton@yahoo.com.br,SAMS-17757,LOC-SAMS65216,Vitória,12/10/2014,Amaciante Concentrado Downy 3,96 L
Ellamae Juedes,ellamae.juedes@ig.com.br,SAMS-25697,LOC-SAMS30242,Osasco,16/5/2015,Composto Lácteo Crescimento 1+ Ninho 800 g
Ellamae Juedes,ellamae.juedes@ig.com.br,SAMS-25697,LOC-SAMS30242,Osasco,16/5/2015,Amaciante Aconchego Ypê 5 L
Ellamae Juedes,ellamae.juedes@ig.com.br,SAMS-25697,LOC-SAMS30242,Osasco,16/5/2015,Azeitonas Pretas Azapa Raiola 500 g
Ellamae Juedes,ellamae.juedes@ig.com.br,SAMS-25697,LOC-SAMS30242,Osasco,16/5/2015,Whisky Buchanan's 12 Anos 1 L
Jenelle Mallicoat,jenelle.mallicoat@gmail.com,SAMS-20529,LOC-SAMS34894,Ribeirão Preto,30/7/2016,Sacos para Lixo Reforçado Dover Roll 100 L
Jenelle Mallicoat,jenelle.mallicoat@gmail.com,SAMS-20529,LOC-SAMS34894,Ribeirão Preto,30/7/2016,Whisky Buchanan's 12 Anos 1 L
Jenelle Mallicoat,jenelle.mallicoat@gmail.com,SAMS-20529,LOC-SAMS34894,Ribeirão Preto,30/7/2016,Freezer Roll 3 L
Grayce Fusillo,grayce.fusillo@pop.com.br,SAMS-40891,LOC-SAMS6026,Osasco,16/3/2016,Shampoo ou Condicionador com Pump Aussie Moist 865 ml
Grayce Fusillo,grayce.fusillo@pop.com.br,SAMS-40891,LOC-SAMS6026,Osasco,16/3/2016,Papel Higiênico Personal Decor
Grayce Fusillo,grayce.fusillo@pop.com.br,SAMS-40891,LOC-SAMS6026,Osasco,16/3/2016,Sabonete Líquido Member's Mark 980 ml
Charles Sopha,charles.sopha@zipmail.com.br,SAMS-28558,LOC-SAMS31557,Brasília,20/3/2015,Whisky Johnnie Walker Green Label 750 ml
Nadia Belew,nadia.belew@pop.com.br,SAMS-55616,LOC-SAMS52394,Santo Amaro,1/2/2015,Sucrilhos Power Chocolate Kellogg�s
Nadia Belew,nadia.belew@pop.com.br,SAMS-55616,LOC-SAMS52394,Santo Amaro,1/2/2015,Chocolate Kit Kat
Nadia Belew,nadia.belew@pop.com.br,SAMS-55616,LOC-SAMS52394,Santo Amaro,1/2/2015,Sabonete Líquido Member's Mark 980 ml
Nadia Belew,nadia.belew@pop.com.br,SAMS-55616,LOC-SAMS52394,Santo Amaro,1/2/2015,Whisky Old Parr 1 L
Nadia Belew,nadia.belew@pop.com.br,SAMS-55616,LOC-SAMS52394,Santo Amaro,1/2/2015,Sucrilhos Power Chocolate Kellogg�s
Ute Hoglan,ute.hoglan@uol.com.br,SAMS-41071,LOC-SAMS29214,Águas Claras,28/10/2014,Papel Guardanapo Folha Dupla Mascot
France Genge,france.genge@r7.com,SAMS-34926,LOC-SAMS1897,Santo André,20/7/2014,Ração Carne e Vegetais Herói 18 Kg
France Genge,france.genge@r7.com,SAMS-34926,LOC-SAMS1897,Santo André,20/7/2014,Papel Higiênico Personal Decor
France Genge,france.genge@r7.com,SAMS-34926,LOC-SAMS1897,Santo André,20/7/2014,Azeitonas Verdes sem Caroço Raiola 420 g
France Genge,france.genge@r7.com,SAMS-34926,LOC-SAMS1897,Santo André,20/7/2014,Sacos para Lixo 15 L ou 30 L Member's Mark
France Genge,france.genge@r7.com,SAMS-34926,LOC-SAMS1897,Santo André,20/7/2014,Sucrilhos Kellogg's
Lamonica Rehlander,lamonica.rehlander@r7.com,SAMS-21277,LOC-SAMS37631,Campinas,29/5/2014,Kit Shampoo + Condicionador Dove 750 ml
Lamonica Rehlander,lamonica.rehlander@r7.com,SAMS-21277,LOC-SAMS37631,Campinas,29/5/2014,Tratamento Aussie Moist 3 Minutos
